tenant_id,member_id,membership_number,nic,name_with_initials,full_name,date_of_birth,gender,marital_status,address,contact_number,is_member,registered_branch_id,status,created_at,age_category
1,ff8b7fb5-684f-4231-b4ae-0f124aa51121,M-1-1024,199255740X,A. B. Member 1-24,Full Name Member 1-24,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,f4fcf7b5-acd5-41d9-8c6b-5193daa637fa,M-1-1025,199718724X,A. B. Member 1-25,Full Name Member 1-25,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,8516dd3a-8dff-41f3-a192-7663470ed772,M-1-1026,199333512X,A. B. Member 1-26,Full Name Member 1-26,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,3707103e-2fb4-4144-97d6-57c282a532f5,M-1-1027,199249564X,A. B. Member 1-27,Full Name Member 1-27,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,05703623-6ba3-453c-b4bb-5837b031653b,M-1-1028,199626190X,A. B. Member 1-28,Full Name Member 1-28,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,a7ce8be2-6c09-408c-b9ec-fea3dab73ce6,M-1-1029,199124821X,A. B. Member 1-29,Full Name Member 1-29,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,4db1c7fd-ffe0-463c-b25b-68e4a7e01b3d,M-1-1030,199826424X,A. B. Member 1-30,Full Name Member 1-30,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,a93439ea-bc56-460c-9b3c-f0129020d7fd,M-1-1031,199525209X,A. B. Member 1-31,Full Name Member 1-31,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,f64871f5-d0c9-4e9d-8dd8-b1eca470f932,M-1-1032,199228576X,A. B. Member 1-32,Full Name Member 1-32,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,836c80e2-3233-4cad-b51a-4f781a301727,M-1-1033,199449836X,A. B. Member 1-33,Full Name Member 1-33,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,3f37260d-92f0-4595-a4b6-39dc3d2415d9,M-1-1034,199111400X,A. B. Member 1-34,Full Name Member 1-34,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,cfcc302b-19a7-4ba3-8631-b48c967af38f,M-1-1035,199554855X,A. B. Member 1-35,Full Name Member 1-35,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,4edf0b8e-4447-4fc4-a22e-186e25841429,M-1-1036,199220086X,A. B. Member 1-36,Full Name Member 1-36,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,e97c0a76-779f-4ccc-a3a3-8ce78a70dd72,M-1-1037,199119337X,A. B. Member 1-37,Full Name Member 1-37,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,9f0c822b-728c-4e84-bfc5-2e00fcad4f51,M-1-1038,199135321X,A. B. Member 1-38,Full Name Member 1-38,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,502aa410-55ac-4b0b-b62e-96e386dca235,M-1-1039,199200882X,A. B. Member 1-39,Full Name Member 1-39,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,5d2b4f76-7170-4eaa-9a5a-470fd2e6fc64,M-1-1040,199307328X,A. B. Member 1-40,Full Name Member 1-40,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,87739f25-25a4-4125-9c7b-1b6aedd6a0ae,M-1-1041,199902248X,A. B. Member 1-41,Full Name Member 1-41,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,787e8c71-adec-4bd1-923b-e2f507a9ed3c,M-1-1042,199885420X,A. B. Member 1-42,Full Name Member 1-42,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,12c7f631-d228-42bc-a9f7-83e3641aa9b0,M-1-1043,199977270X,A. B. Member 1-43,Full Name Member 1-43,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,05635d5c-95bc-487d-a6f3-840829c6dc63,M-1-1044,199201989X,A. B. Member 1-44,Full Name Member 1-44,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,289e3f69-ba3b-4eb6-81dd-2cf2f121fe0a,M-1-1045,199894329X,A. B. Member 1-45,Full Name Member 1-45,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,6dba649f-43f5-4703-b355-aa14a2b2cbc7,M-1-1046,199109686X,A. B. Member 1-46,Full Name Member 1-46,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,3d079542-ac46-4954-b0df-087abd83d575,M-1-1047,199546623X,A. B. Member 1-47,Full Name Member 1-47,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,e0864251-305b-4f5c-8a5c-a2fb1fffb415,M-1-1048,199262673X,A. B. Member 1-48,Full Name Member 1-48,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,dc24e678-27eb-43c7-a598-968266febba0,M-1-1049,199724564X,A. B. Member 1-49,Full Name Member 1-49,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,168b91b8-1997-4c99-9dc7-eff21a9e8334,M-1-1050,199956420X,A. B. Member 1-50,Full Name Member 1-50,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,1,ACTIVE,2026-07-13 00:00:00,ADULT
1,1722f2c1-ad2a-4f39-bcbf-a4e3360c80ba,M-2-1001,199132644X,A. B. Member 2-1,Full Name Member 2-1,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,db659c10-477c-4944-91f1-1ae9d73e78e3,M-2-1002,199918973X,A. B. Member 2-2,Full Name Member 2-2,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,87a9a65a-b2e3-4e39-bc8f-97214081efc6,M-2-1003,199654720X,A. B. Member 2-3,Full Name Member 2-3,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,a2f44bdc-9ed3-4d69-9b58-e17f1b544acb,M-2-1004,199479706X,A. B. Member 2-4,Full Name Member 2-4,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,fae34a03-f7b0-4573-928b-581b857b0e4f,M-2-1005,199562748X,A. B. Member 2-5,Full Name Member 2-5,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,aba76a51-5533-4220-a3ae-ad94a330f798,M-2-1006,199398386X,A. B. Member 2-6,Full Name Member 2-6,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,0fa14ffe-41b1-4607-84c3-a23576c3b787,M-2-1007,199596849X,A. B. Member 2-7,Full Name Member 2-7,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,f4149bd4-d726-41e8-9f5d-84129d664f08,M-2-1008,199578235X,A. B. Member 2-8,Full Name Member 2-8,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,fef358e9-7936-462d-9b9c-bf15652a00a8,M-2-1009,199448463X,A. B. Member 2-9,Full Name Member 2-9,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,0961b09f-91bc-4b6c-8ee9-076a9849032e,M-2-1010,199457252X,A. B. Member 2-10,Full Name Member 2-10,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,f1546289-2da9-423d-95f5-3899d21174e2,M-2-1011,199685690X,A. B. Member 2-11,Full Name Member 2-11,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3128e332-3b1e-4624-9c78-f1ee7fc3b18e,M-2-1012,199872076X,A. B. Member 2-12,Full Name Member 2-12,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,7d995637-970b-4985-82cc-6aeb09486041,M-2-1013,199785489X,A. B. Member 2-13,Full Name Member 2-13,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3fdef8de-35ca-4d9f-8ca5-6ffe18388f31,M-2-1014,199248451X,A. B. Member 2-14,Full Name Member 2-14,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,78f57b5d-ad49-458e-9517-7c7d278225df,M-2-1015,199208833X,A. B. Member 2-15,Full Name Member 2-15,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,1d85737e-6e43-439c-b987-c02a533bc752,M-2-1016,199451255X,A. B. Member 2-16,Full Name Member 2-16,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,ed68db4a-bf2f-48e6-89c9-811cee7078b1,M-2-1017,199214233X,A. B. Member 2-17,Full Name Member 2-17,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3988fe37-2a8c-4087-9c67-29fcc4420900,M-2-1018,199408922X,A. B. Member 2-18,Full Name Member 2-18,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,56617cd7-344a-4c94-bd04-b235b4cd34d9,M-2-1019,199703035X,A. B. Member 2-19,Full Name Member 2-19,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9761086f-9c6f-4af3-b8a6-faae99767c14,M-2-1020,199828775X,A. B. Member 2-20,Full Name Member 2-20,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,6d838109-aa99-4336-8396-68fb1fb9cfec,M-2-1021,199805120X,A. B. Member 2-21,Full Name Member 2-21,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3c10b304-1e0c-4cb4-8753-66c26de73884,M-2-1022,199511320X,A. B. Member 2-22,Full Name Member 2-22,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,17179edb-490d-42ee-896f-46662443e5eb,M-2-1023,199412941X,A. B. Member 2-23,Full Name Member 2-23,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,1935e284-602e-47d5-8c11-67ac07e15bbc,M-2-1024,199143098X,A. B. Member 2-24,Full Name Member 2-24,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9fa8544a-83ca-40aa-ab26-b93986f2b20c,M-2-1025,199889325X,A. B. Member 2-25,Full Name Member 2-25,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,a568c6f8-bdaf-4698-9880-1633cc460116,M-2-1026,199252998X,A. B. Member 2-26,Full Name Member 2-26,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9b0b9f41-dabf-4567-80b4-0397aad36afc,M-2-1027,199106850X,A. B. Member 2-27,Full Name Member 2-27,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,36545d43-a240-4a56-aa8d-20f1ae069924,M-2-1028,199531691X,A. B. Member 2-28,Full Name Member 2-28,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,2adbc06f-3118-49e3-b503-b40146417f45,M-2-1029,199538657X,A. B. Member 2-29,Full Name Member 2-29,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,68eeea7d-3071-46c9-a114-f7110afb343f,M-2-1030,199361584X,A. B. Member 2-30,Full Name Member 2-30,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,5072ffec-9d9b-4482-8526-62f7cd351f87,M-2-1031,199217618X,A. B. Member 2-31,Full Name Member 2-31,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3bbb21e0-7e8d-4b47-8032-358dba886fc4,M-2-1032,199542994X,A. B. Member 2-32,Full Name Member 2-32,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,07c9ea62-b8b0-4b33-a30f-0b93e6cc8a05,M-2-1033,199874432X,A. B. Member 2-33,Full Name Member 2-33,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,05f9ea0e-933d-4361-b0cd-d2dd4932775f,M-2-1034,199805509X,A. B. Member 2-34,Full Name Member 2-34,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,8269bfb9-2d4a-4404-a996-28b2f2400541,M-2-1035,199645851X,A. B. Member 2-35,Full Name Member 2-35,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,053be3d7-b7d0-4942-99d8-1bc6155769a2,M-2-1036,199558037X,A. B. Member 2-36,Full Name Member 2-36,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,a1ed9d0e-8c04-43c4-a83f-60b5e356eb24,M-2-1037,199285113X,A. B. Member 2-37,Full Name Member 2-37,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,e50c8fe9-9306-448a-b56a-039961aaeeb4,M-2-1038,199159033X,A. B. Member 2-38,Full Name Member 2-38,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,864a31a7-cbbf-4020-8987-caf803c9bbca,M-2-1039,199825154X,A. B. Member 2-39,Full Name Member 2-39,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9d5330be-3c1e-434a-87f7-93b2847ed662,M-2-1040,199371580X,A. B. Member 2-40,Full Name Member 2-40,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,fef91498-97de-4cc8-8527-82fb7998b7d3,M-2-1041,199108277X,A. B. Member 2-41,Full Name Member 2-41,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,faa770d9-c190-4cbe-b408-8d6bd4c4fe7d,M-2-1042,199153533X,A. B. Member 2-42,Full Name Member 2-42,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,45277237-dfdf-4b9d-80e2-54e5ec25f869,M-2-1043,199641048X,A. B. Member 2-43,Full Name Member 2-43,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9b7cada3-5656-4ef0-b278-5c9e7cc0afce,M-2-1044,199839747X,A. B. Member 2-44,Full Name Member 2-44,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,9c377341-3735-4cf9-a171-45ffdb56cfbb,M-2-1045,199910465X,A. B. Member 2-45,Full Name Member 2-45,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,e74a4ad5-537b-4f91-94e8-ce0a78142de5,M-2-1046,199192009X,A. B. Member 2-46,Full Name Member 2-46,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,b894ffbf-0118-4b24-915b-8f447226ab4d,M-2-1047,199869758X,A. B. Member 2-47,Full Name Member 2-47,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,8accfb26-79da-4122-8424-cca8ec6f2872,M-2-1048,199767311X,A. B. Member 2-48,Full Name Member 2-48,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,dd9e7d5d-990b-4eb4-9b24-b9780efea379,M-2-1049,199994748X,A. B. Member 2-49,Full Name Member 2-49,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,80f6c454-d52d-4bd4-b219-fcda252f2997,M-2-1050,199727415X,A. B. Member 2-50,Full Name Member 2-50,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,2,ACTIVE,2026-07-13 00:00:00,ADULT
1,3577049d-9593-4c1a-a377-8d7e9e0f8bec,M-3-1001,199248015X,A. B. Member 3-1,Full Name Member 3-1,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,309dd2ea-b451-4944-8acc-2e4f9ebcac4c,M-3-1002,199457085X,A. B. Member 3-2,Full Name Member 3-2,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,36387cf0-1279-4d1b-a56d-b89cd35488cc,M-3-1003,199223625X,A. B. Member 3-3,Full Name Member 3-3,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,d20d62dc-4258-4629-83f4-19a41aa2eba4,M-3-1004,199681843X,A. B. Member 3-4,Full Name Member 3-4,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,b854353d-e699-44ac-b7f9-fa33cb737817,M-3-1005,199845149X,A. B. Member 3-5,Full Name Member 3-5,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,abd592bf-8e6d-4543-9001-e8270805d714,M-3-1006,199995052X,A. B. Member 3-6,Full Name Member 3-6,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,cf5f247e-a82d-44bb-b692-a4312256cd2e,M-3-1007,199446752X,A. B. Member 3-7,Full Name Member 3-7,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,d4c20b82-254c-49f2-9237-d3085773bb98,M-3-1008,199398785X,A. B. Member 3-8,Full Name Member 3-8,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,1b52a14a-09d8-4191-91eb-eca2014d06b6,M-3-1009,199196326X,A. B. Member 3-9,Full Name Member 3-9,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,4e7a6f72-fcb1-441b-bf28-8a4fe95e8f69,M-3-1010,199159752X,A. B. Member 3-10,Full Name Member 3-10,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,17f71f70-bdd5-43a0-9d7c-054ca0ec96f4,M-3-1011,199232138X,A. B. Member 3-11,Full Name Member 3-11,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,0ee320d9-a761-4a3c-84dc-27b7cc688937,M-3-1012,199977031X,A. B. Member 3-12,Full Name Member 3-12,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,b1aa8f7f-aeb6-4aa0-9373-d3b2056d3fd2,M-3-1013,199139869X,A. B. Member 3-13,Full Name Member 3-13,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,aa53f565-3362-47cd-9860-b3084d4c17c8,M-3-1014,199411667X,A. B. Member 3-14,Full Name Member 3-14,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
